Name,Season,Team, Price 
TL Suman,2016,Sunrisers Hyderabad," $15,000.00 "
V Shankar,2016,Sunrisers Hyderabad," $52,500.00 "
Yuvraj Singh,2016,Sunrisers Hyderabad," $1,050,000.00 "
A Mishra,2017,Delhi Daredevils," $15,000.00 "
AD Mathews,2017,Delhi Daredevils," $300,000.00 "
AP Tare,2017,Delhi Daredevils," $37,000.00 "
AR Bawne,2017,Delhi Daredevils," $15,000.00 "
CH Morris,2017,Delhi Daredevils," $1,050,000.00 "
Chama Milind,2017,Delhi Daredevils," $15,000.00 "
CJ Anderson,2017,Delhi Daredevils," $150,000.00 "
CR Brathwaite,2017,Delhi Daredevils," $630,000.00 "
J Yadav,2017,Delhi Daredevils," $16,000.00 "
JA Morkel,2017,Delhi Daredevils," $50,000.00 "
JP Duminy,2017,Delhi Daredevils," $366,000.00 "
K Rabada,2017,Delhi Daredevils," $746,000.00 "
KK Nair,2017,Delhi Daredevils," $600,000.00 "
MA Agarwal,2017,Delhi Daredevils," $266,000.00 "
MN Samuels,2017,Delhi Daredevils," $400,000.00 "
Mohammed Shami,2017,Delhi Daredevils," $708,000.00 "
PJ Cummins,2017,Delhi Daredevils," $672,000.00 "
Pratyush Singh,2017,Delhi Daredevils," $15,000.00 "
Q de Kock,2017,Delhi Daredevils," $583,000.00 "
RR Pant,2017,Delhi Daredevils," $285,000.00 "
S Nadeem,2017,Delhi Daredevils," $141,000.00 "
SS Iyer,2017,Delhi Daredevils," $433,333.00 "
SS Tiwary,2017,Delhi Daredevils," $45,000.00 "
SV Samson,2017,Delhi Daredevils," $630,000.00 "
SW Billings,2017,Delhi Daredevils," $45,000.00 "
Syed Khaleel Ahmed,2017,Delhi Daredevils," $15,000.00 "
Z Khan,2017,Delhi Daredevils," $666,667.00 "
AD Nath,2017,Gujarat Lions," $15,000.00 "
AJ Finch,2017,Gujarat Lions," $150,000.00 "
AJ Tye,2017,Gujarat Lions," $75,000.00 "
BB McCullum,2017,Gujarat Lions," $541,000.00 "
Chirag Suri,2017,Gujarat Lions," $15,000.00 "
DJ Bravo,2017,Gujarat Lions," $666,667.00 "
DR Smith,2017,Gujarat Lions," $345,000.00 "
DS Kulkarni,2017,Gujarat Lions," $300,000.00 "
IK Pathan,2017,Gujarat Lions," $150,000.00 "
Ishan Kishan,2017,Gujarat Lions," $52,500.00 "
Jaydev Shah,2017,Gujarat Lions," $30,000.00 "
JP Faulkner,2017,Gujarat Lions," $850,000.00 "
KD Karthik,2017,Gujarat Lions," $345,000.00 "
MM Patel,2017,Gujarat Lions," $45,000.00 "
MS Gony,2017,Gujarat Lions," $500,000.00 "
NB Singh,2017,Gujarat Lions," $75,000.00 "
P Kumar,2017,Gujarat Lions," $525,000.00 "
PJ Sangwan,2017,Gujarat Lions," $30,000.00 "
Pratham Singh,2017,Gujarat Lions," $15,000.00 "
RA Jadeja,2017,Gujarat Lions," $916,667.00 "
S Kaushik,2017,Gujarat Lions," $15,000.00 "
SB Jakati,2017,Gujarat Lions," $30,000.00 "
Shelley Shaurya,2017,Gujarat Lions," $15,000.00 "
Shubam Agrawal,2017,Gujarat Lions," $15,000.00 "
SK Raina,2017,Gujarat Lions," $1,583,333.00 "
Tejas Baroka,2017,Gujarat Lions," $15,000.00 "
Anureet Singh,2017,Kings XI Punjab," $33,000.00 "
AR Patel,2017,Kings XI Punjab," $125,000.00 "
Armaan Jaffer,2017,Kings XI Punjab," $15,000.00 "
DA Miller,2017,Kings XI Punjab," $833,333.00 "
DJG Sammy,2017,Kings XI Punjab," $45,000.00 "
EJG Morgan,2017,Kings XI Punjab," $300,000.00 "
GJ Maxwell,2017,Kings XI Punjab," $1,000,000.00 "
Gurkeerat Singh,2017,Kings XI Punjab," $216,000.00 "
KC Cariappa,2017,Kings XI Punjab," $120,000.00 "
M Vijay,2017,Kings XI Punjab," $500,000.00 "
M Vohra,2017,Kings XI Punjab," $58,333.00 "
MJ Guptill,2017,Kings XI Punjab," $75,000.00 "
MJ Henry,2017,Kings XI Punjab," $75,000.00 "
MM Sharma,2017,Kings XI Punjab," $975,000.00 "
MP Stoinis,2017,Kings XI Punjab," $82,500.00 "
NS Naik,2017,Kings XI Punjab," $50,000.00 "
P Sahu,2017,Kings XI Punjab," $15,000.00 "
R Tewatia,2017,Kings XI Punjab," $37,000.00 "
RK Singh,2017,Kings XI Punjab," $15,000.00 "
Sandeep Sharma,2017,Kings XI Punjab," $141,000.00 "
SE Marsh,2017,Kings XI Punjab," $366,000.00 "
SN Thakur,2017,Kings XI Punjab," $33,000.00 "
Swapnil Singh,2017,Kings XI Punjab," $15,000.00 "
T Natarajan,2017,Kings XI Punjab," $450,000.00 "
VR Aaron,2017,Kings XI Punjab," $418,000.00 "
WP Saha,2017,Kings XI Punjab," $366,000.00 "
AD Russell,2017,Kolkata Knight Riders," $100,000.00 "
AS Rajpoot,2017,Kolkata Knight Riders," $225,000.00 "
CA Lynn,2017,Kolkata Knight Riders," $216,000.00 "
CR Woakes,2017,Kolkata Knight Riders," $627,000.00 "
DM Bravo,2017,Kolkata Knight Riders," $75,000.00 "
G Gambhir,2017,Kolkata Knight Riders," $1,666,667.00 "
IR Jaggi,2017,Kolkata Knight Riders," $15,000.00 "
Kuldeep Yadav,2017,Kolkata Knight Riders," $66,000.00 "
MK Pandey,2017,Kolkata Knight Riders," $283,000.00 "
NM Coulter-Nile,2017,Kolkata Knight Riders," $522,000.00 "
PP Chawla,2017,Kolkata Knight Riders," $708,000.00 "
R Dhawan,2017,Kolkata Knight Riders," $82,000.00 "
Rovman Powell,2017,Kolkata Knight Riders," $45,000.00 "
RV Uthappa,2017,Kolkata Knight Riders," $833,000.00 "
SA Yadav,2017,Kolkata Knight Riders," $116,000.00 "
Sayan Ghosh,2017,Kolkata Knight Riders," $15,000.00 "
Shakib Al Hasan,2017,Kolkata Knight Riders," $466,000.00 "
SP Narine,2017,Kolkata Knight Riders," $700,000.00 "
TA Boult,2017,Kolkata Knight Riders," $746,000.00 "
UT Yadav,2017,Kolkata Knight Riders," $433,000.00 "
YK Pathan,2017,Kolkata Knight Riders," $541,000.00 "
Asela Gunarathna,2017,Mumbai Indians," $45,000.00 "
Deepak Punia,2017,Mumbai Indians," $15,000.00 "
Harbhajan Singh,2017,Mumbai Indians," $1,333,333.00 "
HH Pandya,2017,Mumbai Indians," $16,667.00 "
J Suchith,2017,Mumbai Indians," $16,667.00 "
JC Buttler,2017,Mumbai Indians," $570,000.00 "
Jitesh Sharma,2017,Mumbai Indians," $15,000.00 "
JJ Bumrah,2017,Mumbai Indians," $200,000.00 "
K Gowtham,2017,Mumbai Indians," $299,000.00 "
K Khejroliya,2017,Mumbai Indians," $15,000.00 "
KA Pollard,2017,Mumbai Indians," $900,000.00 "
KH Pandya,2017,Mumbai Indians," $300,000.00 "
KV Sharma,2017,Mumbai Indians," $478,000.00 "
MG Johnson,2017,Mumbai Indians," $299,000.00 "
MJ McClenaghan,2017,Mumbai Indians," $50,000.00 "
N Pooran,2017,Mumbai Indians," $45,000.00 "
N Rana,2017,Mumbai Indians," $16,667.00 "
PA Patel,2017,Mumbai Indians," $233,000.00 "
R Vinay Kumar,2017,Mumbai Indians," $466,000.00 "
RG Sharma,2017,Mumbai Indians," $1,916,667.00 "
S Gopal,2017,Mumbai Indians," $16,000.00 "
SL Malinga,2017,Mumbai Indians," $1,350,000.00 "
TG Southee,2017,Mumbai Indians," $375,000.00 "
A Zampa,2017,Rising Pune Supergiants," $45,000.00 "
AB Dinda,2017,Rising Pune Supergiants," $75,000.00 "
AM Rahane,2017,Rising Pune Supergiants," $1,333,333.00 "
Ankit Sharma,2017,Rising Pune Supergiants," $15,000.00 "
Ankush Bains,2017,Rising Pune Supergiants," $15,000.00 "
BA Stokes,2017,Rising Pune Supergiants," $2,164,000.00 "
Baba Aparajith,2017,Rising Pune Supergiants," $15,000.00 "
DL Chahar,2017,Rising Pune Supergiants," $15,000.00 "
DT Christian,2017,Rising Pune Supergiants," $149,000.00 "
F du Plessis,2017,Rising Pune Supergiants," $791,000.00 "
IC Pandey,2017,Rising Pune Supergiants," $30,000.00 "
Jaskaran Singh,2017,Rising Pune Supergiants," $15,000.00 "
JD Unadkat,2017,Rising Pune Supergiants," $45,000.00 "
LH Ferguson,2017,Rising Pune Supergiants," $75,000.00 "
Milind Tandon,2017,Rising Pune Supergiants," $15,000.00 "
MK Tiwary,2017,Rising Pune Supergiants," $75,000.00 "
MR Marsh,2017,Rising Pune Supergiants," $720,000.00 "
MS Dhoni,2017,Rising Pune Supergiants," $2,083,333.00 "
R Ashwin,2017,Rising Pune Supergiants," $1,250,000.00 "
R Bhatia,2017,Rising Pune Supergiants," $90,000.00 "
RA Tripathi,2017,Rising Pune Supergiants," $15,000.00 "
RD Chahar,2017,Rising Pune Supergiants," $15,000.00 "
Saurabh Kumar,2017,Rising Pune Supergiants," $15,000.00 "
SPD Smith,2017,Rising Pune Supergiants," $666,000.00 "
A Choudhary,2017,Royal Challengers Bangalore," $299,000.00 "
AB de Villiers,2017,Royal Challengers Bangalore," $1,583,333.00 "
AF Milne,2017,Royal Challengers Bangalore," $116,667.00 "
AN Ahmed,2017,Royal Challengers Bangalore," $50,000.00 "
B Stanlake,2017,Royal Challengers Bangalore," $45,000.00 "
CH Gayle,2017,Royal Challengers Bangalore," $1,400,000.00 "
HV Patel,2017,Royal Challengers Bangalore," $66,000.00 "
Iqbal Abdulla,2017,Royal Challengers Bangalore," $15,000.00 "
KM Jadhav,2017,Royal Challengers Bangalore," $333,000.00 "
MA Starc,2017,Royal Challengers Bangalore," $833,000.00 "
Mandeep Singh,2017,Royal Challengers Bangalore," $133,000.00 "
P Dubey,2017,Royal Challengers Bangalore," $15,000.00 "
P Negi,2017,Royal Challengers Bangalore," $149,000.00 "
S Badree,2017,Royal Challengers Bangalore," $75,000.00 "
SA Abbott,2017,Royal Challengers Bangalore," $166,667.00 "
Sachin Baby,2017,Royal Challengers Bangalore," $15,000.00 "
SN Khan,2017,Royal Challengers Bangalore," $83,333.00 "
SR Watson,2017,Royal Challengers Bangalore," $1,425,000.00 "
STR Binny,2017,Royal Challengers Bangalore," $300,000.00 "
TM Head,2017,Royal Challengers Bangalore," $75,000.00 "
TS Mills,2017,Royal Challengers Bangalore," $1,791,000.00 "
V Kohli,2017,Royal Challengers Bangalore," $2,500,000.00 "
YS Chahal,2017,Royal Challengers Bangalore," $16,000.00 "
A Mithun,2017,Sunrisers Hyderabad," $45,000.00 "
A Nehra,2017,Sunrisers Hyderabad," $825,000.00 "
B Kumar,2017,Sunrisers Hyderabad," $708,000.00 "
B Laughlin,2017,Sunrisers Hyderabad," $45,000.00 "
BB Sran,2017,Sunrisers Hyderabad," $180,000.00 "
BCJ Cutting,2017,Sunrisers Hyderabad," $75,000.00 "
CJ Jordan,2017,Sunrisers Hyderabad," $75,000.00 "
DA Warner,2017,Sunrisers Hyderabad," $916,000.00 "
DJ Hooda,2017,Sunrisers Hyderabad," $630,000.00 "
ER Dwivedi,2017,Sunrisers Hyderabad," $112,000.00 "
I Sharma,2017,Sunrisers Hyderabad," $570,000.00 "
KL Rahul,2017,Sunrisers Hyderabad," $166,000.00 "
KS Williamson,2017,Sunrisers Hyderabad," $100,000.00 "
MC Henriques,2017,Sunrisers Hyderabad," $166,000.00 "
Mohammad Nabi,2017,Sunrisers Hyderabad," $45,000.00 "
Mohammed Siraj,2017,Sunrisers Hyderabad," $388,000.00 "
Mustafizur Rahman,2017,Sunrisers Hyderabad," $210,000.00 "
NV Ojha,2017,Sunrisers Hyderabad," $83,000.00 "
Parvez Rasool,2017,Sunrisers Hyderabad," $158,000.00 "
PV Tambe,2017,Sunrisers Hyderabad," $15,000.00 "
Rashid Khan,2017,Sunrisers Hyderabad," $597,000.00 "
RK Bhui,2017,Sunrisers Hyderabad," $16,000.00 "
S Dhawan,2017,Sunrisers Hyderabad," $2,083,333.00 "
S Kaul,2017,Sunrisers Hyderabad," $16,667.00 "
Tanmay Agarwal,2017,Sunrisers Hyderabad," $15,000.00 "
V Shankar,2017,Sunrisers Hyderabad," $52,500.00 "
Yuvraj Singh,2017,Sunrisers Hyderabad," $1,050,000.00 "
AT Rayudu,2018,Chennai Super Kings," $343,750.00 "
C Bishnoi,2018,Chennai Super Kings," $31,250.00 "
DJ Bravo,2018,Chennai Super Kings," $1,000,000.00 "
DL Chahar,2018,Chennai Super Kings," $125,000.00 "
DR Shorey,2018,Chennai Super Kings," $31,250.00 "
F du Plessis,2018,Chennai Super Kings," $250,000.00 "
Harbhajan Singh,2018,Chennai Super Kings," $312,500.00 "
Imran Tahir,2018,Chennai Super Kings," $156,250.00 "
KK Seth,2018,Chennai Super Kings," $31,250.00 "
KM Asif,2018,Chennai Super Kings," $62,500.00 "
KM Jadhav,2018,Chennai Super Kings," $1,218,750.00 "
Kshitiz Sharma,2018,Chennai Super Kings," $31,250.00 "
KV Sharma,2018,Chennai Super Kings," $478,000.00 "
KVSharma,2018,Chennai Super Kings," $781,250.00 "
L Ngidi,2018,Chennai Super Kings," $78,130.00 "
M Vijay,2018,Chennai Super Kings," $312,500.00 "
MA Wood,2018,Chennai Super Kings," $234,380.00 "
MJ Santner,2018,Chennai Super Kings," $78,130.00 "
Monu Kumar,2018,Chennai Super Kings," $31,250.00 "
MS Dhoni,2018,Chennai Super Kings," $2,343,750.00 "
N Jagadeesan,2018,Chennai Super Kings," $31,250.00 "
RA Jadeja,2018,Chennai Super Kings," $1,093,750.00 "
SK Raina,2018,Chennai Super Kings," $1,718,750.00 "
SN Thakur,2018,Chennai Super Kings," $406,250.00 "
SR Watson,2018,Chennai Super Kings," $625,000.00 "
SW Billings,2018,Chennai Super Kings," $156,250.00 "
A Mishra,2018,Delhi Daredevils," $625,000.00 "
Abhishek Sharma,2018,Delhi Daredevils," $85,940.00 "
Avesh Khan,2018,Delhi Daredevils," $109,380.00 "
C Munro,2018,Delhi Daredevils," $296,880.00 "
CH Morris,2018,Delhi Daredevils," $1,718,750.00 "
DT Christian,2018,Delhi Daredevils," $234,380.00 "
G Gambhir,2018,Delhi Daredevils," $437,500.00 "
GJ Maxwell,2018,Delhi Daredevils," $1,406,250.00 "
Gurkeerat Singh,2018,Delhi Daredevils," $117,190.00 "
HV Patel,2018,Delhi Daredevils," $31,250.00 "
J Yadav,2018,Delhi Daredevils," $78,130.00 "
JJ Roy,2018,Delhi Daredevils," $234,380.00 "
K Rabada,2018,Delhi Daredevils," $656,250.00 "
Manjot Kalra,2018,Delhi Daredevils," $31,250.00 "
Mohammed Shami,2018,Delhi Daredevils," $468,750.00 "
NV Ojha,2018,Delhi Daredevils," $218,750.00 "
PP Shaw,2018,Delhi Daredevils," $187,500.00 "
R Tewatia,2018,Delhi Daredevils," $468,750.00 "
RR Pant,2018,Delhi Daredevils," $2,343,750.00 "
S Lamichhane,2018,Delhi Daredevils," $31,250.00 "
S Nadeem,2018,Delhi Daredevils," $500,000.00 "
SS Ghosh,2018,Delhi Daredevils," $31,250.00 "
SS Iyer,2018,Delhi Daredevils," $1,093,750.00 "
TA Boult,2018,Delhi Daredevils," $343,750.00 "
V Shankar,2018,Delhi Daredevils," $500,000.00 "
AD Nath,2018,Kings XI Punjab," $156,250.00 "
AJ Finch,2018,Kings XI Punjab," $968,750.00 "
AJ Tye,2018,Kings XI Punjab," $1,125,000.00 "
AR Patel,2018,Kings XI Punjab," $1,953,130.00 "
AS Rajpoot,2018,Kings XI Punjab," $468,750.00 "
B Brainder Sran,2018,Kings XI Punjab," $343,750.00 "
B Dwarshuis,2018,Kings XI Punjab," $218,750.00 "
BB Sran,2018,Kings XI Punjab," $180,000.00 "
CH Gayle,2018,Kings XI Punjab," $312,500.00 "
DA Miller,2018,Kings XI Punjab," $468,750.00 "
KK Nair,2018,Kings XI Punjab," $875,000.00 "
KL Rahul,2018,Kings XI Punjab," $1,718,750.00 "
MA Agarwal,2018,Kings XI Punjab," $156,250.00 "
Manzoor Dar,2018,Kings XI Punjab," $31,250.00 "
Mayank Dagar,2018,Kings XI Punjab," $31,250.00 "
MK Tiwary,2018,Kings XI Punjab," $156,250.00 "
MM Sharma,2018,Kings XI Punjab," $375,000.00 "
MP Stoinis,2018,Kings XI Punjab," $968,750.00 "
Mujeeb Ur Rahman,2018,Kings XI Punjab," $625,000.00 "
P Sahu,2018,Kings XI Punjab," $31,250.00 "
R Ashwin,2018,Kings XI Punjab," $1,187,500.00 "
Yuvraj Singh,2018,Kings XI Punjab," $312,500.00 "
AD Russell,2018,Kolkata Knight Riders," $1,328,130.00 "
AV Wankhede,2018,Kolkata Knight Riders," $31,250.00 "
CA Lynn,2018,Kolkata Knight Riders," $1,500,000.00 "
CS Delport,2018,Kolkata Knight Riders," $46,880.00 "
IR Jaggi,2018,Kolkata Knight Riders," $31,250.00 "
JPL Scantlebury-Sear,2018,Kolkata Knight Riders," $46,880.00 "
KD Karthik,2018,Kolkata Knight Riders," $1,156,250.00 "
KL Nagarkoti,2018,Kolkata Knight Riders," $500,000.00 "
Kuldeep Yadav,2018,Kolkata Knight Riders," $906,250.00 "
M Prasidh Krishna,2018,Kolkata Knight Riders," $15,620.00 "
MA Starc,2018,Kolkata Knight Riders," $1,468,750.00 "
MG Johnson,2018,Kolkata Knight Riders," $312,500.00 "
N Rana,2018,Kolkata Knight Riders," $531,250.00 "
PP Chawla,2018,Kolkata Knight Riders," $656,250.00 "
R Vinay Kumar,2018,Kolkata Knight Riders," $156,250.00 "
RK Singh,2018,Kolkata Knight Riders," $125,000.00 "
RV Uthappa,2018,Kolkata Knight Riders," $1,000,000.00 "
Shivam Mavi,2018,Kolkata Knight Riders," $468,750.00 "
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 "
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 "
A Dananjaya,2018,Mumbai Indians," $78,130.00 "
AP Tare,2018,Mumbai Indians," $31,250.00 "
AS Roy,2018,Mumbai Indians," $31,250.00 "
BCJ Cutting,2018,Mumbai Indians," $343,750.00 "
E Lewis,2018,Mumbai Indians," $593,750.00 "
HH Pandya,2018,Mumbai Indians," $1,718,750.00 "
Ishan Kishan,2018,Mumbai Indians," $968,750.00 "
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 "
JP Behrendorff,2018,Mumbai Indians," $234,380.00 "
JP Duminy,2018,Mumbai Indians," $156,250.00 "
KA Pollard,2018,Mumbai Indians," $843,750.00 "
KH Pandya,2018,Mumbai Indians," $1,375,000.00 "
M Markande,2018,Mumbai Indians," $31,250.00 "
MD Nidheesh,2018,Mumbai Indians," $31,250.00 "
MJ McClenaghan,2018,Mumbai Indians," $50,000.00 "
Mohsin Khan,2018,Mumbai Indians," $31,250.00 "
Mustafizur Rahman,2018,Mumbai Indians," $343,750.00 "
PJ Cummins,2018,Mumbai Indians," $843,750.00 "
PJ Sangwan,2018,Mumbai Indians," $234,380.00 "
RD Chahar,2018,Mumbai Indians," $296,880.00 "
RG Sharma,2018,Mumbai Indians," $2,343,750.00 "
SA Yadav,2018,Mumbai Indians," $500,000.00 "
SD Lad,2018,Mumbai Indians," $31,250.00 "
SR Lumba,2018,Mumbai Indians," $31,250.00 "
SS Tiwary,2018,Mumbai Indians," $125,000.00 "
Tajinder Singh,2018,Mumbai Indians," $85,940.00 "
AM Rahane,2018,Rajasthan Royals," $625,000.00 "
Ankit Sharma,2018,Rajasthan Royals," $31,250.00 "
Anureet Singh,2018,Rajasthan Royals," $46,880.00 "
AV Birla,2018,Rajasthan Royals," $46,880.00 "
B Laughlin,2018,Rajasthan Royals," $78,130.00 "
BA Stokes,2018,Rajasthan Royals," $1,953,130.00 "
DJM Short,2018,Rajasthan Royals," $625,000.00 "
DS Kulkarni,2018,Rajasthan Royals," $117,190.00 "
IS Sodhi,2018,Rajasthan Royals," $69,573.00 "
Jatin S Saxena,2018,Rajasthan Royals," $31,250.00 "
JC Archer,2018,Rajasthan Royals," $1,125,000.00 "
JC Buttler,2018,Rajasthan Royals," $687,500.00 "
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 "
K Gowtham,2018,Rajasthan Royals," $968,750.00 "
MK Lomror,2018,Rajasthan Royals," $31,250.00 "
P Chopra,2018,Rajasthan Royals," $31,250.00 "
PVD Chameera,2018,Rajasthan Royals," $78,130.00 "
RA Tripathi,2018,Rajasthan Royals," $531,250.00 "
S Gopal,2018,Rajasthan Royals," $31,250.00 "
S Midhun,2018,Rajasthan Royals," $31,250.00 "
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 "
STR Binny,2018,Rajasthan Royals," $78,130.00 "
SV Samson,2018,Rajasthan Royals," $1,250,000.00 "
Zahir Khan,2018,Rajasthan Royals," $93,750.00 "
A Choudhary,2018,Royal Challengers Bangalore," $46,880.00 "
AA Joshi,2018,Royal Challengers Bangalore," $31,250.00 "
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 "
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 "
C de Grandhomme,2018,Royal Challengers Bangalore," $343,750.00 "
CJ Anderson,2018,Royal Challengers Bangalore," $150,000.00 "
CR Woakes,2018,Royal Challengers Bangalore," $1,156,250.00 "
K Khejroliya,2018,Royal Challengers Bangalore," $15,000.00 "
M Ashwin,2018,Royal Challengers Bangalore," $343,750.00 "
M Vohra,2018,Royal Challengers Bangalore," $171,880.00 "
Mandeep Singh,2018,Royal Challengers Bangalore," $218,750.00 "
MM Ali,2018,Royal Challengers Bangalore," $265,630.00 "
Mohammed Siraj,2018,Royal Challengers Bangalore," $406,250.00 "
NA Saini,2018,Royal Challengers Bangalore," $468,750.00 "
NM Coulter-Nile,2018,Royal Challengers Bangalore," $343,750.00 "
P Negi,2018,Royal Challengers Bangalore," $156,250.00 "
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 "
PU Deshpande,2018,Royal Challengers Bangalore," $31,250.00 "
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 "
SN Khan,2018,Royal Challengers Bangalore," $468,750.00 "
TG Southee,2018,Royal Challengers Bangalore," $156,250.00 "
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 "
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 "
Washington Sundar,2018,Royal Challengers Bangalore," $500,000.00 "
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 "
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 "
B Stanlake,2018,Sunrisers Hyderabad," $78,130.00 "
Basil Thampi,2018,Sunrisers Hyderabad," $148,440.00 "
Bipul Sharma,2018,Sunrisers Hyderabad," $31,250.00 "
CJ Jordan,2018,Sunrisers Hyderabad," $156,250.00 "
CR Brathwaite,2018,Sunrisers Hyderabad," $312,500.00 "
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 "
DJ Hooda,2018,Sunrisers Hyderabad," $562,500.00 "
KK Ahmed,2018,Sunrisers Hyderabad," $468,750.00 "
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 "
M Hassan,2018,Sunrisers Hyderabad," $31,250.00 "
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 "
Mohammad Nabi,2018,Sunrisers Hyderabad," $156,250.00 "
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 "
RK Bhui,2018,Sunrisers Hyderabad," $31,250.00 "
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 "
S Kaul,2018,Sunrisers Hyderabad," $593,750.00 "
Sachin Baby,2018,Sunrisers Hyderabad," $31,250.00 "
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 "
Shakib Al Hasan,2018,Sunrisers Hyderabad," $312,500.00 "
SP Goswami,2018,Sunrisers Hyderabad," $156,250.00 "
T Natarajan,2018,Sunrisers Hyderabad," $62,500.00 "
TD Agarwal,2018,Sunrisers Hyderabad," $31,250.00 "
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 "
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 "
AT Rayudu,2019,Chennai Super Kings," $343,750.00 "
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 "
DL Chahar,2019,Chennai Super Kings," $125,000.00 "
DR Shorey,2019,Chennai Super Kings," $31,250.00 "
F du Plessis,2019,Chennai Super Kings," $250,000.00 "
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 "
Imran Tahir,2019,Chennai Super Kings," $156,250.00 "
KM Asif,2019,Chennai Super Kings," $62,500.00 "
KM Jadhav,2019,Chennai Super Kings," $1,218,750.00 "
KV Sharma,2019,Chennai Super Kings," $478,000.00 "
L Ngidi,2019,Chennai Super Kings," $78,130.00 "
M Vijay,2019,Chennai Super Kings," $312,500.00 "
MJ Santner,2019,Chennai Super Kings," $78,130.00 "
MM Sharma,2019,Chennai Super Kings," $714,300.00 "
Monu Kumar,2019,Chennai Super Kings," $31,250.00 "
MS Dhoni,2019,Chennai Super Kings," $2,343,750.00 "
RA Jadeja,2019,Chennai Super Kings," $1,093,750.00 "
SK Raina,2019,Chennai Super Kings," $1,718,750.00 "
SN Thakur,2019,Chennai Super Kings," $406,250.00 "
SR Watson,2019,Chennai Super Kings," $625,000.00 "
SW Billings,2019,Chennai Super Kings," $156,250.00 "
A Mishra,2019,Delhi Capitals," $625,000.00 "
Ankush Bains,2019,Delhi Capitals," $28,600.00 "
AR Patel,2019,Delhi Capitals," $714,300.00 "
Avesh Khan,2019,Delhi Capitals," $109,380.00 "
Bandaru Ayyappa,2019,Delhi Capitals," $28,600.00 "
C Munro,2019,Delhi Capitals," $296,880.00 "
CA Ingram,2019,Delhi Capitals," $914,300.00 "
CH Morris,2019,Delhi Capitals," $1,718,750.00 "
GH Vihari,2019,Delhi Capitals," $285,700.00 "
HV Patel,2019,Delhi Capitals," $31,250.00 "
I Sharma,2019,Delhi Capitals," $157,100.00 "
J Suchith,2019,Delhi Capitals," $16,667.00 "
Jalaj S Saxena,2019,Delhi Capitals," $28,600.00 "
K Rabada,2019,Delhi Capitals," $656,250.00 "
KMA Paul,2019,Delhi Capitals," $71,400.00 "
Manjot Kalra,2019,Delhi Capitals," $31,250.00 "
NB Singh,2019,Delhi Capitals," $28,600.00 "
PP Shaw,2019,Delhi Capitals," $187,500.00 "
R Tewatia,2019,Delhi Capitals," $468,750.00 "
RR Pant,2019,Delhi Capitals," $2,343,750.00 "
S Dhawan,2019,Delhi Capitals," $812,500.00 "
S Lamichhane,2019,Delhi Capitals," $31,250.00 "
SE Rutherford,2019,Delhi Capitals," $285,700.00 "
SS Iyer,2019,Delhi Capitals," $1,093,750.00 "
TA Boult,2019,Delhi Capitals," $343,750.00 "
Agnivesh Ayachi,2019,Kings XI Punjab," $28,600.00 "
AJ Tye,2019,Kings XI Punjab," $1,125,000.00 "
Arshdeep Singh,2019,Kings XI Punjab," $28,600.00 "
AS Rajpoot,2019,Kings XI Punjab," $468,750.00 "
CH Gayle,2019,Kings XI Punjab," $312,500.00 "
CV Varun,2019,Kings XI Punjab," $1,200,000.00 "
DA Miller,2019,Kings XI Punjab," $468,750.00 "
Darshan Nalkande,2019,Kings XI Punjab," $42,900.00 "
GC Viljoen,2019,Kings XI Punjab," $107,100.00 "
Harpreet Brar,2019,Kings XI Punjab," $28,600.00 "
KK Nair,2019,Kings XI Punjab," $875,000.00 "
KL Rahul,2019,Kings XI Punjab," $1,718,750.00 "
M Ashwin,2019,Kings XI Punjab," $28,600.00 "
MA Agarwal,2019,Kings XI Punjab," $156,250.00 "
Mandeep Singh,2019,Kings XI Punjab," $218,750.00 "
MC Henriques,2019,Kings XI Punjab," $142,900.00 "
Mohammed Shami,2019,Kings XI Punjab," $685,700.00 "
Mujeeb Ur Rahman,2019,Kings XI Punjab," $625,000.00 "
N Pooran,2019,Kings XI Punjab," $600,000.00 "
