Name,Season,Team, Price 
GJ Maxwell,2021,Royal Challengers Bangalore," $2,035,700.00 "
HV Patel,2021,Royal Challengers Bangalore," $31,250.00 "
KA Jamieson,2021,Royal Challengers Bangalore," $2,142,900.00 "
KS Bharat,2021,Royal Challengers Bangalore," $16,667.00 "
KW Richardson,2021,Royal Challengers Bangalore," $571,400.00 "
Mohammed Siraj,2021,Royal Challengers Bangalore," $406,250.00 "
NA Saini,2021,Royal Challengers Bangalore," $468,750.00 "
PVD Chameera,2021,Royal Challengers Bangalore," $78,130.00 "
RM Patidar,2021,Royal Challengers Bangalore," $28,600.00 "
Sachin Baby,2021,Royal Challengers Bangalore," $28,600.00 "
Shahbaz Ahmed,2021,Royal Challengers Bangalore," $28,600.00 "
V Kohli,2021,Royal Challengers Bangalore," $2,656,250.00 "
Washington Sundar,2021,Royal Challengers Bangalore," $500,000.00 "
YS Chahal,2021,Royal Challengers Bangalore," $937,500.00 "
Abdul Samad,2021,Sunrisers Hyderabad," $28,600.00 "
Abhishek Sharma,2021,Sunrisers Hyderabad," $85,940.00 "
B Kumar,2021,Sunrisers Hyderabad," $1,328,130.00 "
Basil Thampi,2021,Sunrisers Hyderabad," $148,440.00 "
DA Warner,2021,Sunrisers Hyderabad," $1,953,130.00 "
J Suchith,2021,Sunrisers Hyderabad," $42,900.00 "
JJ Roy,2021,Sunrisers Hyderabad," $214,300.00 "
JM Bairstow,2021,Sunrisers Hyderabad," $314,300.00 "
JO Holder,2021,Sunrisers Hyderabad," $105,000.00 "
KK Ahmed,2021,Sunrisers Hyderabad," $468,750.00 "
KM Jadhav,2021,Sunrisers Hyderabad," $285,700.00 "
KS Williamson,2021,Sunrisers Hyderabad," $468,750.00 "
MK Pandey,2021,Sunrisers Hyderabad," $1,718,750.00 "
Mohammad Nabi,2021,Sunrisers Hyderabad," $156,250.00 "
MR Marsh,2021,Sunrisers Hyderabad," $285,700.00 "
Mujeeb Ur Rahman,2021,Sunrisers Hyderabad," $625,000.00 "
PK Garg,2021,Sunrisers Hyderabad," $271,400.00 "
Rashid Khan,2021,Sunrisers Hyderabad," $1,406,250.00 "
S Kaul,2021,Sunrisers Hyderabad," $593,750.00 "
S Nadeem,2021,Sunrisers Hyderabad," $500,000.00 "
Sandeep Sharma,2021,Sunrisers Hyderabad," $468,750.00 "
SE Rutherford,2021,Sunrisers Hyderabad," $290,000.00 "
SP Goswami,2021,Sunrisers Hyderabad," $156,250.00 "
T Natarajan,2021,Sunrisers Hyderabad," $62,500.00 "
V Shankar,2021,Sunrisers Hyderabad," $500,000.00 "
Virat Singh,2021,Sunrisers Hyderabad," $271,400.00 "
WP Saha,2021,Sunrisers Hyderabad," $171,400.00 "
JC Buttler,2022,Rajasthan Royals," $687,500.00 "
KL Rahul,2022,Lucknow Super Giants," $1,718,750.00 "
DA Miller,2022,Gujarat Titans," $107,100.00 "
AD Russell,2022,Kolkata Knight Riders," $1,328,130.00 "
HH Pandya,2022,Gujarat Titans," $1,718,750.00 "
KD Karthik,2022,Royal Challengers Bangalore," $1,156,250.00 "
DA Warner,2022,Delhi Capitals," $1,953,130.00 "
NT Tilak Varma,2022,Mumbai Indians," $229,730.00 "
RM Patidar,2022,Royal Challengers Bangalore," $28,600.00 "
Mohsin Khan,2022,Lucknow Super Giants," $28,600.00 "
Shubman Gill,2022,Gujarat Titans," $281,250.00 "
YS Chahal,2022,Rajasthan Royals," $937,500.00 "
JR Hazlewood,2022,Royal Challengers Bangalore," $285,700.00 "
Kuldeep Yadav,2022,Delhi Capitals," $28,600.00 "
K Rabada,2022,Punjab Kings," $656,250.00 "
S Dhawan,2022,Punjab Kings," $812,500.00 "
Q de Kock,2022,Lucknow Super Giants," $437,500.00 "
AK Markram,2022,Sunrisers Hyderabad," $351,351.00 "
SO Hetmyer,2022,Rajasthan Royals," $1,107,100.00 "
Umran Malik,2022,Sunrisers Hyderabad," $540,541.00 "
SA Yadav,2022,Mumbai Indians," $500,000.00 "
DJ Bravo,2022,Chennai Super Kings," $1,000,000.00 "
PWH de Silva,2022,Royal Challengers Bangalore," $1,452,703.00 "
RA Tripathi,2022,Sunrisers Hyderabad," $85,700.00 "
Ramandeep Singh,2022,Mumbai Indians," $24,000.00 "
N Pooran,2022,Sunrisers Hyderabad," $600,000.00 "
DJ Hooda,2022,Lucknow Super Giants," $71,400.00 "
DP Conway,2022,Chennai Super Kings," $135,135.00 "
Avesh Khan,2022,Lucknow Super Giants," $109,380.00 "
LS Livingstone,2022,Punjab Kings," $107,100.00 "
WP Saha,2022,Gujarat Titans," $171,400.00 "
TH David,2022,Mumbai Indians," $1,114,865.00 "
Ishan Kishan,2022,Mumbai Indians," $968,750.00 "
F du Plessis,2022,Royal Challengers Bangalore," $250,000.00 "
T Natarajan,2022,Sunrisers Hyderabad," $62,500.00 "
MR Marsh,2022,Delhi Capitals," $285,700.00 "
OC McCoy,2022,Rajasthan Royals," $101,351.00 "
SV Samson,2022,Rajasthan Royals," $1,250,000.00 "
Rashid Khan,2022,Gujarat Titans," $1,406,250.00 "
MM Ali,2022,Chennai Super Kings," $1,000,000.00 "
SS Iyer,2022,Kolkata Knight Riders," $1,093,750.00 "
Mohammed Shami,2022,Gujarat Titans," $685,700.00 "
RR Pant,2022,Delhi Capitals," $2,343,750.00 "
KK Ahmed,2022,Delhi Capitals," $468,750.00 "
MS Dhoni,2022,Chennai Super Kings," $2,343,750.00 "
HV Patel,2022,Royal Challengers Bangalore," $31,250.00 "
RK Singh,2022,Kolkata Knight Riders," $125,000.00 "
B Sai Sudharsan,2022,Gujarat Titans," $27,027.00 "
R Tewatia,2022,Gujarat Titans," $430,000.00 "
R Sai Kishore,2022,Gujarat Titans," $405,405.00 "
UT Yadav,2022,Kolkata Knight Riders," $142,900.00 "
GJ Maxwell,2022,Royal Challengers Bangalore," $2,035,700.00 "
M Theekshana,2022,Chennai Super Kings," $94,595.00 "
RD Gaikwad,2022,Chennai Super Kings," $28,600.00 "
JM Sharma,2022,Punjab Kings," $24,000.00 "
Abhishek Sharma,2022,Sunrisers Hyderabad," $85,940.00 "
A Nortje,2022,Delhi Capitals," $28,600.00 "
PP Shaw,2022,Delhi Capitals," $187,500.00 "
S Dube,2022,Chennai Super Kings," $628,600.00 "
A Badoni,2022,Lucknow Super Giants," $27,027.00 "
AT Rayudu,2022,Chennai Super Kings," $343,750.00 "
N Jagadeesan,2022,Chennai Super Kings," $31,250.00 "
Mukesh Choudhary,2022,Chennai Super Kings," $24,000.00 "
PH Solanki,2022,Chennai Super Kings," $162,162.00 "
SN Khan,2022,Delhi Capitals," $35,700.00 "
M Pathirana,2022,Chennai Super Kings," $24,000.00 "
V Kohli,2022,Royal Challengers Bangalore," $2,656,250.00 "
K Gowtham,2022,Lucknow Super Giants," $900,000.00 "
PN Mankad,2022,Punjab Kings," $27,027.00 "
VR Aaron,2022,Gujarat Titans," $342,900.00 "
JD Unadkat,2022,Mumbai Indians," $428,600.00 "
N Rana,2022,Kolkata Knight Riders," $531,250.00 "
MP Stoinis,2022,Lucknow Super Giants," $685,700.00 "
NT Ellis,2022,Punjab Kings," $101,351.00 "
S Gopal,2022,Sunrisers Hyderabad," $31,250.00 "
C Sakariya,2022,Delhi Capitals," $171,400.00 "
J Suchith,2022,Sunrisers Hyderabad," $42,900.00 "
PBB Rajapaksa,2022,Punjab Kings," $67,568.00 "
D Brevis,2022,Mumbai Indians," $405,405.00 "
M Ashwin,2022,Mumbai Indians," $28,600.00 "
TG Southee,2022,Kolkata Knight Riders," $156,250.00 "
E Lewis,2022,Lucknow Super Giants," $593,750.00 "
DG Nalkande,2022,Gujarat Titans," $27,027.00 "
JM Bairstow,2022,Punjab Kings," $314,300.00 "
PK Garg,2022,Sunrisers Hyderabad," $271,400.00 "
YBK Jaiswal,2022,Rajasthan Royals," $342,900.00 "
M Vohra,2022,Lucknow Super Giants," $28,600.00 "
M Prasidh Krishna,2022,Rajasthan Royals," $15,620.00 "
RP Meredith,2022,Mumbai Indians," $1,142,900.00 "
PJ Sangwan,2022,Gujarat Titans," $234,380.00 "
R Shepherd,2022,Sunrisers Hyderabad," $1,047,297.00 "
R Dhawan,2022,Punjab Kings," $82,000.00 "
Prabhsimran Singh,2022,Punjab Kings," $78,600.00 "
SW Billings,2022,Kolkata Knight Riders," $285,700.00 "
JJ Bumrah,2022,Mumbai Indians," $1,093,750.00 "
NA Saini,2022,Rajasthan Royals," $468,750.00 "
Basil Thampi,2022,Mumbai Indians," $148,440.00 "
SE Rutherford,2022,Royal Challengers Bangalore," $290,000.00 "
AF Milne,2022,Chennai Super Kings," $457,100.00 "
RV Patel,2022,Delhi Capitals," $28,600.00 "
A Tomar,2022,Kolkata Knight Riders," $54,054.00 "
KS Sharma,2022,Lucknow Super Giants," $24,000.00 "
Harshit Rana,2022,Kolkata Knight Riders," $24,000.00 "
KR Sen,2022,Rajasthan Royals," $27,027.00 "
JDS Neesham,2022,Rajasthan Royals," $71,400.00 "
T Stubbs,2022,Mumbai Indians," $27,027.00 "
Yash Dayal,2022,Gujarat Titans," $432,432.00 "
R Powell,2022,Delhi Capitals," $378,378.00 "
Mustafizur Rahman,2022,Delhi Capitals," $142,900.00 "
TL Seifert,2022,Delhi Capitals," $67,568.00 "
KL Nagarkoti,2022,Delhi Capitals," $500,000.00 "
HE van der Dussen,2022,Rajasthan Royals," $135,135.00 "
M Markande,2022,Mumbai Indians," $290,000.00 "
Aman Hakim Khan,2022,Kolkata Knight Riders," $27,027.00 "
RD Chahar,2022,Punjab Kings," $296,880.00 "
KK Nair,2022,Rajasthan Royals," $71,400.00 "
TU Deshpande,2022,Chennai Super Kings," $28,600.00 "
SA Abbott,2022,Sunrisers Hyderabad," $166,667.00 "
FA Allen,2022,Mumbai Indians," $107,100.00 "
Anmolpreet Singh,2022,Mumbai Indians," $114,300.00 "
Lalit Yadav,2022,Delhi Capitals," $28,600.00 "
RA Bawa,2022,Punjab Kings," $270,270.00 "
KS Williamson,2022,Sunrisers Hyderabad," $468,750.00 "
S Kaul,2022,Royal Challengers Bangalore," $593,750.00 "
AJ Finch,2022,Kolkata Knight Riders," $628,600.00 "
KS Bharat,2022,Delhi Capitals," $16,667.00 "
OF Smith,2022,Punjab Kings," $810,811.00 "
Simarjeet Singh,2022,Chennai Super Kings," $24,000.00 "
DJ Mitchell,2022,Rajasthan Royals," $101,351.00 "
NM Coulter-Nile,2022,Rajasthan Royals," $714,300.00 "
R Sanjay Yadav,2022,Mumbai Indians," $28,600.00 "
Rasikh Salam,2022,Kolkata Knight Riders," $28,600.00 "
A Manohar,2022,Gujarat Titans," $351,351.00 "
AM Rahane,2022,Kolkata Knight Riders," $760,000.00 "
Anuj Rawat,2022,Royal Challengers Bangalore," $114,300.00 "
KH Pandya,2022,Lucknow Super Giants," $1,375,000.00 "
AJ Tye,2022,Lucknow Super Giants," $142,900.00 "
Fazalhaq Farooqi,2022,Sunrisers Hyderabad," $67,568.00 "
Shashank Singh,2022,Sunrisers Hyderabad," $42,900.00 "
RV Uthappa,2022,Chennai Super Kings," $428,600.00 "
TS Mills,2022,Mumbai Indians," $1,791,000.00 "
AS Roy,2022,Kolkata Knight Riders," $31,250.00 "
Abdul Samad,2022,Sunrisers Hyderabad," $28,600.00 "
MJ Santner,2022,Chennai Super Kings," $78,130.00 "
B Indrajith,2022,Kolkata Knight Riders," $27,027.00 "
AR Patel,2022,Delhi Capitals," $714,300.00 "
PJ Cummins,2022,Kolkata Knight Riders," $2,214,300.00 "
Mandeep Singh,2022,Delhi Capitals," $218,750.00 "
MK Lomror,2022,Royal Challengers Bangalore," $31,250.00 "
SS Prabhudessai,2022,Royal Challengers Bangalore," $40,541.00 "
D Padikkal,2022,Rajasthan Royals," $28,600.00 "
M Shahrukh Khan,2022,Punjab Kings," $750,000.00 "
MK Pandey,2022,Lucknow Super Giants," $1,718,750.00 "
TA Boult,2022,Rajasthan Royals," $460,000.00 "
B Kumar,2022,Sunrisers Hyderabad," $1,328,130.00 "
MS Wade,2022,Gujarat Titans," $100,000.00 "
DJ Willey,2022,Royal Challengers Bangalore," $270,270.00 "
HR Shokeen,2022,Mumbai Indians," $27,027.00 "
SP Jackson,2022,Kolkata Knight Riders," $28,600.00 "
KA Pollard,2022,Mumbai Indians," $843,750.00 "
Arshdeep Singh,2022,Punjab Kings," $28,600.00 "
Kartik Tyagi,2022,Sunrisers Hyderabad," $185,700.00 "
Harpreet Brar,2022,Punjab Kings," $28,600.00 "
RG Sharma,2022,Mumbai Indians," $2,343,750.00 "
Sandeep Sharma,2022,Punjab Kings," $468,750.00 "
CJ Jordan,2022,Chennai Super Kings," $428,600.00 "
Akash Deep,2022,Royal Challengers Bangalore," $27,027.00 "
M Jansen,2022,Sunrisers Hyderabad," $28,600.00 "
AS Joseph,2022,Gujarat Titans," $324,324.00 "
V Shankar,2022,Gujarat Titans," $500,000.00 "
D Pretorius,2022,Chennai Super Kings," $67,568.00 "
Ravi Bishnoi,2022,Lucknow Super Giants," $285,700.00 "
R Parag,2022,Rajasthan Royals," $28,600.00 "
JO Holder,2022,Lucknow Super Giants," $105,000.00 "
MA Agarwal,2022,Punjab Kings," $156,250.00 "
SN Thakur,2022,Delhi Capitals," $406,250.00 "
Washington Sundar,2022,Sunrisers Hyderabad," $500,000.00 "
Shivam Mavi,2022,Kolkata Knight Riders," $468,750.00 "
R Ashwin,2022,Rajasthan Royals," $1,100,000.00 "
LH Ferguson,2022,Gujarat Titans," $228,600.00 "
VR Iyer,2022,Kolkata Knight Riders," $28,600.00 "
DR Sams,2022,Mumbai Indians," $351,351.00 "
RA Jadeja,2022,Chennai Super Kings," $1,093,750.00 "
CV Varun,2022,Kolkata Knight Riders," $1,200,000.00 "
PVD Chameera,2022,Lucknow Super Giants," $78,130.00 "
SP Narine,2022,Kolkata Knight Riders," $1,953,130.00 "
Shahbaz Ahmed,2022,Royal Challengers Bangalore," $28,600.00 "
Mohammed Siraj,2022,Royal Challengers Bangalore," $406,250.00 "
MA Wood,2023,Lucknow Super Giants," $234,380.00 "
RD Gaikwad,2023,Chennai Super Kings," $28,600.00 "
NT Tilak Varma,2023,Mumbai Indians," $229,730.00 "
V Kohli,2023,Royal Challengers Bangalore," $2,656,250.00 "
YS Chahal,2023,Rajasthan Royals," $937,500.00 "
Rashid Khan,2023,Gujarat Titans," $1,406,250.00 "
MM Ali,2023,Chennai Super Kings," $1,000,000.00 "
Ravi Bishnoi,2023,Lucknow Super Giants," $285,700.00 "
Mohammed Shami,2023,Gujarat Titans," $685,700.00 "
Arshdeep Singh,2023,Punjab Kings," $28,600.00 "
KR Mayers,2023,Lucknow Super Giants," $67,568.00 "
F du Plessis,2023,Royal Challengers Bangalore," $250,000.00 "
DA Warner,2023,Delhi Capitals," $1,953,130.00 "
AS Joseph,2023,Gujarat Titans," $324,324.00 "
A Nortje,2023,Delhi Capitals," $28,600.00 "
Abdul Samad,2023,Sunrisers Hyderabad," $28,600.00 "
SV Samson,2023,Rajasthan Royals," $1,250,000.00 "
JC Buttler,2023,Rajasthan Royals," $687,500.00 "
YBK Jaiswal,2023,Rajasthan Royals," $342,900.00 "
TA Boult,2023,Rajasthan Royals," $460,000.00 "
Shubman Gill,2023,Gujarat Titans," $281,250.00 "
B Sai Sudharsan,2023,Gujarat Titans," $27,027.00 "
T Natarajan,2023,Sunrisers Hyderabad," $62,500.00 "
KK Ahmed,2023,Delhi Capitals," $468,750.00 "
PBB Rajapaksa,2023,Punjab Kings," $67,568.00 "
SO Hetmyer,2023,Rajasthan Royals," $1,107,100.00 "
RS Hangargekar,2023,Chennai Super Kings," $202,703.00 "
N Pooran,2023,Lucknow Super Giants," $600,000.00 "
KV Sharma,2023,Royal Challengers Bangalore," $478,000.00 "
Arshad Khan,2023,Mumbai Indians," $24,000.00 "
S Dhawan,2023,Punjab Kings," $812,500.00 "
R Tewatia,2023,Gujarat Titans," $430,000.00 "
AT Rayudu,2023,Chennai Super Kings," $343,750.00 "
RD Chahar,2023,Punjab Kings," $296,880.00 "
SM Curran,2023,Punjab Kings," $2,500,000.00 "
Umran Malik,2023,Sunrisers Hyderabad," $540,541.00 "
V Shankar,2023,Gujarat Titans," $500,000.00 "
Avesh Khan,2023,Lucknow Super Giants," $109,380.00 "
M Shahrukh Khan,2023,Punjab Kings," $750,000.00 "
RJW Topley,2023,Royal Challengers Bangalore," $256,757.00 "
AD Russell,2023,Kolkata Knight Riders," $1,328,130.00 "
Mohammed Siraj,2023,Royal Challengers Bangalore," $406,250.00 "
VR Iyer,2023,Kolkata Knight Riders," $28,600.00 "
JO Holder,2023,Rajasthan Royals," $105,000.00 "
MG Bracewell,2023,Royal Challengers Bangalore," $135,135.00 "
Fazalhaq Farooqi,2023,Sunrisers Hyderabad," $67,568.00 "
MA Agarwal,2023,Sunrisers Hyderabad," $156,250.00 "
MS Dhoni,2023,Chennai Super Kings," $2,343,750.00 "
R Ashwin,2023,Rajasthan Royals," $1,100,000.00 "
CV Varun,2023,Kolkata Knight Riders," $1,200,000.00 "
NT Ellis,2023,Punjab Kings," $101,351.00 "
N Rana,2023,Kolkata Knight Riders," $531,250.00 "
DP Conway,2023,Chennai Super Kings," $135,135.00 "
Prabhsimran Singh,2023,Punjab Kings," $78,600.00 "
UT Yadav,2023,Kolkata Knight Riders," $142,900.00 "
Rahmanullah Gurbaz,2023,Kolkata Knight Riders," $60,000.00 "
GJ Maxwell,2023,Royal Challengers Bangalore," $2,035,700.00 "
S Dube,2023,Chennai Super Kings," $628,600.00 "
JM Sharma,2023,Punjab Kings," $24,000.00 "
Akash Deep,2023,Royal Challengers Bangalore," $24,000.00 "
TG Southee,2023,Kolkata Knight Riders," $156,250.00 "
Harpreet Brar,2023,Punjab Kings," $28,600.00 "
Kuldeep Yadav,2023,Delhi Capitals," $28,600.00 "
SP Narine,2023,Kolkata Knight Riders," $1,953,130.00 "
Sikandar Raza,2023,Punjab Kings," $67,568.00 "
A Badoni,2023,Lucknow Super Giants," $27,027.00 "
SA Yadav,2023,Mumbai Indians," $500,000.00 "
WP Saha,2023,Gujarat Titans," $171,400.00 "
AR Patel,2023,Delhi Capitals," $714,300.00 "
HC Brook,2023,Sunrisers Hyderabad," $1,790,541.00 "
TU Deshpande,2023,Chennai Super Kings," $28,600.00 "
KM Asif,2023,Rajasthan Royals," $62,500.00 "
Ishan Kishan,2023,Mumbai Indians," $968,750.00 "
R Dhawan,2023,Punjab Kings," $82,000.00 "
HV Patel,2023,Royal Challengers Bangalore," $31,250.00 "
SN Khan,2023,Delhi Capitals," $35,700.00 "
MP Stoinis,2023,Lucknow Super Giants," $685,700.00 "
GD Phillips,2023,Sunrisers Hyderabad," $202,703.00 "
R Parag,2023,Rajasthan Royals," $28,600.00 "
K Gowtham,2023,Lucknow Super Giants," $900,000.00 "
RR Rossouw,2023,Delhi Capitals," $621,622.00 "
AS Roy,2023,Kolkata Knight Riders," $31,250.00 "
RK Singh,2023,Kolkata Knight Riders," $125,000.00 "
TH David,2023,Mumbai Indians," $1,114,865.00 "
C Sakariya,2023,Delhi Capitals," $171,400.00 "
KL Rahul,2023,Lucknow Super Giants," $1,718,750.00 "
KH Pandya,2023,Lucknow Super Giants," $1,375,000.00 "
D Padikkal,2023,Rajasthan Royals," $28,600.00 "
Mandeep Singh,2023,Kolkata Knight Riders," $218,750.00 "
R Powell,2023,Delhi Capitals," $378,378.00 "
RG Sharma,2023,Mumbai Indians," $2,343,750.00 "
Abhishek Sharma,2023,Sunrisers Hyderabad," $85,940.00 "
KD Karthik,2023,Royal Challengers Bangalore," $1,156,250.00 "
RA Tripathi,2023,Sunrisers Hyderabad," $85,700.00 "
C Green,2023,Mumbai Indians," $2,364,865.00 "
PP Chawla,2023,Mumbai Indians," $342,900.00 "
Yash Dayal,2023,Gujarat Titans," $432,432.00 "
MJ Santner,2023,Chennai Super Kings," $78,130.00 "
DJ Hooda,2023,Lucknow Super Giants," $71,400.00 "
PP Shaw,2023,Delhi Capitals," $187,500.00 "
NA Saini,2023,Rajasthan Royals," $468,750.00 "
JC Archer,2023,Mumbai Indians," $1,125,000.00 "
JD Unadkat,2023,Lucknow Super Giants," $428,600.00 "
SN Thakur,2023,Kolkata Knight Riders," $406,250.00 "
HR Shokeen,2023,Mumbai Indians," $27,027.00 "
JP Behrendorff,2023,Mumbai Indians," $234,380.00 "
Aman Hakim Khan,2023,Delhi Capitals," $27,027.00 "
AU Rashid,2023,Sunrisers Hyderabad," $270,270.00 "
JB Little,2023,Gujarat Titans," $594,595.00 "
BA Stokes,2023,Chennai Super Kings," $1,953,130.00 "
MR Marsh,2023,Delhi Capitals," $285,700.00 "
B Kumar,2023,Sunrisers Hyderabad," $1,328,130.00 "
Mukesh Kumar,2023,Delhi Capitals," $743,243.00 "
Washington Sundar,2023,Sunrisers Hyderabad," $500,000.00 "
RA Jadeja,2023,Chennai Super Kings," $1,093,750.00 "
DL Chahar,2023,Chennai Super Kings," $125,000.00 "
HH Pandya,2023,Gujarat Titans," $1,718,750.00 "
Akash Deep,2024,Royal Challengers Bangalore," $2,000,000.00 "
Alzarri Joseph,2024,Royal Challengers Bangalore," $115,000,000.00 "
Anuj Rawat,2024,Royal Challengers Bangalore," $34,000,000.00 "
Cameron Green,2024,Royal Challengers Bangalore," $175,000,000.00 "
Dinesh Karthik,2024,Royal Challengers Bangalore," $55,000,000.00 "
Faf du Plessis,2024,Royal Challengers Bangalore," $70,000,000.00 "
Glenn Maxwell,2024,Royal Challengers Bangalore," $110,000,000.00 "
Himanshu Sharma,2024,Royal Challengers Bangalore," $2,000,000.00 "
Karn Sharma,2024,Royal Challengers Bangalore," $5,000,000.00 "
Lockie Ferguson,2024,Royal Challengers Bangalore," $20,000,000.00 "
Mahipal Lomror,2024,Royal Challengers Bangalore," $9,500,000.00 "
Manoj Bhandage,2024,Royal Challengers Bangalore," $2,000,000.00 "
Mayank Dagar,2024,Royal Challengers Bangalore," $18,000,000.00 "
Mohammed Siraj,2024,Royal Challengers Bangalore," $70,000,000.00 "
Rajan Kumar,2024,Royal Challengers Bangalore," $7,000,000.00 "
Rajat Patidar,2024,Royal Challengers Bangalore," $2,000,000.00 "
Reece Topley,2024,Royal Challengers Bangalore," $19,000,000.00 "
Saurav Chauhan,2024,Royal Challengers Bangalore," $2,000,000.00 "
Suyash Prabhudessai,2024,Royal Challengers Bangalore," $3,000,000.00 "
Swapnil Singh,2024,Royal Challengers Bangalore," $2,000,000.00 "
Tom Curran,2024,Royal Challengers Bangalore," $15,000,000.00 "
Virat Kohli,2024,Royal Challengers Bangalore," $150,000,000.00 "
Vyshak Vijaykumar,2024,Royal Challengers Bangalore," $2,000,000.00 "
Will Jacks,2024,Royal Challengers Bangalore," $32,000,000.00 "
Yash Dayal,2024,Royal Challengers Bangalore," $50,000,000.00 "
Andre Russell,2024,Kolkata Knight Riders," $160,000,000.00 "
Angkrish Raghuvanshi,2024,Kolkata Knight Riders," $2,000,000.00 "
Anukul Roy,2024,Kolkata Knight Riders," $2,000,000.00 "
Chetan Sakariya,2024,Kolkata Knight Riders," $5,000,000.00 "
Gus Atkinson,2024,Kolkata Knight Riders," $10,000,000.00 "
Harshit Rana,2024,Kolkata Knight Riders," $2,000,000.00 "
Jason Roy,2024,Kolkata Knight Riders," $28,000,000.00 "
KS Bharat,2024,Kolkata Knight Riders," $5,000,000.00 "
Manish Pandey,2024,Kolkata Knight Riders," $5,000,000.00 "
Mitchell Starc,2024,Kolkata Knight Riders," $247,500,000.00 "
Mujeeb Ur Rahman,2024,Kolkata Knight Riders," $20,000,000.00 "
Nitish Rana,2024,Kolkata Knight Riders," $80,000,000.00 "
Rahmanullah Gurbaz,2024,Kolkata Knight Riders," $5,000,000.00 "
Ramandeep Singh,2024,Kolkata Knight Riders," $2,000,000.00 "
Rinku Singh,2024,Kolkata Knight Riders," $5,500,000.00 "
Sakib Hussain,2024,Kolkata Knight Riders," $2,000,000.00 "
Sherfane Rutherford,2024,Kolkata Knight Riders," $15,000,000.00 "
Shreyas Iyer,2024,Kolkata Knight Riders," $122,500,000.00 "
Sunil Narine,2024,Kolkata Knight Riders," $60,000,000.00 "
Suyash Sharma,2024,Kolkata Knight Riders," $2,000,000.00 "
Vaibhav Arora,2024,Kolkata Knight Riders," $6,000,000.00 "
Varun Chakravarthy,2024,Kolkata Knight Riders," $120,000,000.00 "
Venkatesh Iyer,2024,Kolkata Knight Riders," $80,000,000.00 "
Arshdeep Singh,2024,Punjab Kings," $40,000,000.00 "
Ashutosh Sharma,2024,Punjab Kings," $2,000,000.00 "
Atharva Taide,2024,Punjab Kings," $2,000,000.00 "
Chris Woakes,2024,Punjab Kings," $42,000,000.00 "
Harpreet Brar,2024,Punjab Kings," $38,000,000.00 "
Harpreet Singh,2024,Punjab Kings," $4,000,000.00 "
Harshal Patel,2024,Punjab Kings," $117,500,000.00 "
Jitesh Sharma,2024,Punjab Kings," $2,000,000.00 "
Jonny Bairstow,2024,Punjab Kings," $67,500,000.00 "
Kagiso Rabada,2024,Punjab Kings," $92,500,000.00 "
Liam Livingstone,2024,Punjab Kings," $115,000,000.00 "
Nathan Ellis,2024,Punjab Kings," $7,500,000.00 "
Prabhsimran Singh,2024,Punjab Kings," $6,000,000.00 "
Prince Choudhary,2024,Punjab Kings," $2,000,000.00 "
Rahul Chahar,2024,Punjab Kings," $52,500,000.00 "
Rilee Rossouw,2024,Punjab Kings," $80,000,000.00 "
Rishi Dhawan,2024,Punjab Kings," $5,500,000.00 "
Sam Curran,2024,Punjab Kings," $185,000,000.00 "
Shashank Singh,2024,Punjab Kings," $2,000,000.00 "
Shikhar Dhawan,2024,Punjab Kings," $82,500,000.00 "
Shivam Singh,2024,Punjab Kings," $2,000,000.00 "
Sikandar Raza,2024,Punjab Kings," $5,000,000.00 "
Tanay Thyagarajan,2024,Punjab Kings," $2,000,000.00 "
Vidwath Kaverappa,2024,Punjab Kings," $2,000,000.00 "
Vishwanath Singh,2024,Punjab Kings," $2,000,000.00 "
Ajay Mandal,2024,Chennai Super Kings," $2,000,000.00 "
Ajinkya Rahane,2024,Chennai Super Kings," $5,000,000.00 "
Aravelly Avanish,2024,Chennai Super Kings," $2,000,000.00 "
Daryl Mitchell,2024,Chennai Super Kings," $140,000,000.00 "
Deepak Chahar,2024,Chennai Super Kings," $140,000,000.00 "
Devon Conway,2024,Chennai Super Kings," $10,000,000.00 "
Maheesh Theekshana,2024,Chennai Super Kings," $7,000,000.00 "
Matheesha Pathirana,2024,Chennai Super Kings," $2,000,000.00 "
Mitchell Santner,2024,Chennai Super Kings," $19,000,000.00 "
Moeen Ali,2024,Chennai Super Kings," $80,000,000.00 "
MS Dhoni,2024,Chennai Super Kings," $120,000,000.00 "
Mukesh Chowdhary,2024,Chennai Super Kings," $2,000,000.00 "
Mustafizur Rahman,2024,Chennai Super Kings," $20,000,000.00 "
Nishant Sindhu,2024,Chennai Super Kings," $6,000,000.00 "
Prashant Solanki,2024,Chennai Super Kings," $12,000,000.00 "
Rachin Ravindra,2024,Chennai Super Kings," $18,000,000.00 "
Rajvardhan Hangargekar,2024,Chennai Super Kings," $15,000,000.00 "
Ravindra Jadeja,2024,Chennai Super Kings," $160,000,000.00 "
Ruturaj Gaikwad,2024,Chennai Super Kings," $60,000,000.00 "
Sameer Rizvi,2024,Chennai Super Kings," $84,000,000.00 "
Shaik Rasheed,2024,Chennai Super Kings," $2,000,000.00 "
Shardul Thakur,2024,Chennai Super Kings," $40,000,000.00 "
Shivam Dube,2024,Chennai Super Kings," $40,000,000.00 "
Simarjeet Singh,2024,Chennai Super Kings," $2,000,000.00 "
Tushar Deshpande,2024,Chennai Super Kings," $2,000,000.00 "
Abishek Porel,2024,Delhi Capitals," $2,000,000.00 "
