Name,Season,Team, Price ,Overall Performance Score
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 ",27.58
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 ",-21.43
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 ",-30.60
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 ",-57.78
Shubman Gill,2018,Kolkata Knight Riders," $281,250.00 ",2.66
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",1010.09
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",738.84
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",237.34
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",421.11
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",-241.36
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",166.84
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",3.81
SP Narine,2018,Kolkata Knight Riders," $1,953,130.00 ",200.13
A Dananjaya,2018,Mumbai Indians," $78,130.00 ",
AP Tare,2018,Mumbai Indians," $31,250.00 ",
AS Roy,2018,Mumbai Indians," $31,250.00 ",
BCJ Cutting,2018,Mumbai Indians," $343,750.00 ",
E Lewis,2018,Mumbai Indians," $593,750.00 ",-13.63
HH Pandya,2018,Mumbai Indians," $1,718,750.00 ",-455.48
HH Pandya,2018,Mumbai Indians," $1,718,750.00 ",-148.67
HH Pandya,2018,Mumbai Indians," $1,718,750.00 ",-86.41
HH Pandya,2018,Mumbai Indians," $1,718,750.00 ",57.68
HH Pandya,2018,Mumbai Indians," $1,718,750.00 ",87.44
Ishan Kishan,2018,Mumbai Indians," $968,750.00 ",-4.19
Ishan Kishan,2018,Mumbai Indians," $968,750.00 ",15.61
Ishan Kishan,2018,Mumbai Indians," $968,750.00 ",24.13
Ishan Kishan,2018,Mumbai Indians," $968,750.00 ",20.96
Ishan Kishan,2018,Mumbai Indians," $968,750.00 ",-7.00
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",408.57
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",-298.48
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",179.00
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",151.84
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",147.95
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",10.16
JJ Bumrah,2018,Mumbai Indians," $1,093,750.00 ",81.59
JP Behrendorff,2018,Mumbai Indians," $234,380.00 ",
JP Duminy,2018,Mumbai Indians," $156,250.00 ",80.86
JP Duminy,2018,Mumbai Indians," $156,250.00 ",-67.74
JP Duminy,2018,Mumbai Indians," $156,250.00 ",79.61
JP Duminy,2018,Mumbai Indians," $156,250.00 ",63.04
JP Duminy,2018,Mumbai Indians," $156,250.00 ",194.02
KA Pollard,2018,Mumbai Indians," $843,750.00 ",55.20
KA Pollard,2018,Mumbai Indians," $843,750.00 ",-193.86
KA Pollard,2018,Mumbai Indians," $843,750.00 ",223.50
KA Pollard,2018,Mumbai Indians," $843,750.00 ",40.76
KA Pollard,2018,Mumbai Indians," $843,750.00 ",-211.49
KA Pollard,2018,Mumbai Indians," $843,750.00 ",95.24
KA Pollard,2018,Mumbai Indians," $843,750.00 ",-24.90
KA Pollard,2018,Mumbai Indians," $843,750.00 ",241.45
KA Pollard,2018,Mumbai Indians," $843,750.00 ",46.15
KA Pollard,2018,Mumbai Indians," $843,750.00 ",50.59
KA Pollard,2018,Mumbai Indians," $843,750.00 ",36.33
KH Pandya,2018,Mumbai Indians," $1,375,000.00 ",356.92
KH Pandya,2018,Mumbai Indians," $1,375,000.00 ",755.05
KH Pandya,2018,Mumbai Indians," $1,375,000.00 ",138.26
KH Pandya,2018,Mumbai Indians," $1,375,000.00 ",53.15
M Markande,2018,Mumbai Indians," $31,250.00 ",-33.09
MD Nidheesh,2018,Mumbai Indians," $31,250.00 ",
MJ McClenaghan,2018,Mumbai Indians," $50,000.00 ",413.65
MJ McClenaghan,2018,Mumbai Indians," $50,000.00 ",338.61
MJ McClenaghan,2018,Mumbai Indians," $50,000.00 ",-735.89
MJ McClenaghan,2018,Mumbai Indians," $50,000.00 ",-39.73
Mohsin Khan,2018,Mumbai Indians," $31,250.00 ",
Mustafizur Rahman,2018,Mumbai Indians," $343,750.00 ",662.53
Mustafizur Rahman,2018,Mumbai Indians," $343,750.00 ",-140.74
PJ Cummins,2018,Mumbai Indians," $843,750.00 ",-644.58
PJ Cummins,2018,Mumbai Indians," $843,750.00 ",-54.76
PJ Sangwan,2018,Mumbai Indians," $234,380.00 ",-101.31
RD Chahar,2018,Mumbai Indians," $296,880.00 ",196.11
RD Chahar,2018,Mumbai Indians," $296,880.00 ",-59.56
RD Chahar,2018,Mumbai Indians," $296,880.00 ",19.08
RD Chahar,2018,Mumbai Indians," $296,880.00 ",43.11
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",53.79
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-44.01
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-16.00
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",5.10
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",13.86
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",62.99
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-0.40
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",21.34
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-8.87
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",387.44
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",10.51
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-34.55
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-4.78
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-19.13
RG Sharma,2018,Mumbai Indians," $2,343,750.00 ",-35.83
SA Yadav,2018,Mumbai Indians," $500,000.00 ",-15.89
SA Yadav,2018,Mumbai Indians," $500,000.00 ",-3.84
SA Yadav,2018,Mumbai Indians," $500,000.00 ",41.23
SA Yadav,2018,Mumbai Indians," $500,000.00 ",43.77
SA Yadav,2018,Mumbai Indians," $500,000.00 ",22.82
SD Lad,2018,Mumbai Indians," $31,250.00 ",
SR Lumba,2018,Mumbai Indians," $31,250.00 ",
SS Tiwary,2018,Mumbai Indians," $125,000.00 ",2.68
Tajinder Singh,2018,Mumbai Indians," $85,940.00 ",
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-14.96
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-69.42
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-33.10
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",2.21
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-37.95
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-58.09
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",-63.38
AM Rahane,2018,Rajasthan Royals," $625,000.00 ",13.92
Ankit Sharma,2018,Rajasthan Royals," $31,250.00 ",
Anureet Singh,2018,Rajasthan Royals," $46,880.00 ",-2546.00
AV Birla,2018,Rajasthan Royals," $46,880.00 ",
B Laughlin,2018,Rajasthan Royals," $78,130.00 ",
BA Stokes,2018,Rajasthan Royals," $1,953,130.00 ",848.18
BA Stokes,2018,Rajasthan Royals," $1,953,130.00 ",-95.17
DJM Short,2018,Rajasthan Royals," $625,000.00 ",
DS Kulkarni,2018,Rajasthan Royals," $117,190.00 ",-10.40
DS Kulkarni,2018,Rajasthan Royals," $117,190.00 ",321.36
DS Kulkarni,2018,Rajasthan Royals," $117,190.00 ",495.13
IS Sodhi,2018,Rajasthan Royals," $69,573.00 ",
Jatin S Saxena,2018,Rajasthan Royals," $31,250.00 ",
JC Archer,2018,Rajasthan Royals," $1,125,000.00 ",-47.14
JC Archer,2018,Rajasthan Royals," $1,125,000.00 ",110.32
JC Archer,2018,Rajasthan Royals," $1,125,000.00 ",262.86
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",9.56
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",43.09
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",50.05
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",17.50
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",33.77
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",30.65
JC Buttler,2018,Rajasthan Royals," $687,500.00 ",79.94
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 ",255.85
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 ",-100.85
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 ",899.32
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 ",-201.50
JD Unadkat,2018,Rajasthan Royals," $1,796,880.00 ",-324.45
K Gowtham,2018,Rajasthan Royals," $968,750.00 ",45.64
MK Lomror,2018,Rajasthan Royals," $31,250.00 ",
P Chopra,2018,Rajasthan Royals," $31,250.00 ",
PVD Chameera,2018,Rajasthan Royals," $78,130.00 ",
RA Tripathi,2018,Rajasthan Royals," $531,250.00 ",22.16
RA Tripathi,2018,Rajasthan Royals," $531,250.00 ",-10.02
RA Tripathi,2018,Rajasthan Royals," $531,250.00 ",-0.33
RA Tripathi,2018,Rajasthan Royals," $531,250.00 ",31.13
RA Tripathi,2018,Rajasthan Royals," $531,250.00 ",48.31
S Gopal,2018,Rajasthan Royals," $31,250.00 ",41.45
S Gopal,2018,Rajasthan Royals," $31,250.00 ",94.79
S Midhun,2018,Rajasthan Royals," $31,250.00 ",
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",30.79
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",3.07
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",32.06
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",-31.47
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",-14.86
SPD Smith,2018,Rajasthan Royals," $1,953,130.00 ",-18.29
STR Binny,2018,Rajasthan Royals," $78,130.00 ",226.67
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",-4.61
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",10.74
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",-10.50
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",-52.96
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",331.05
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",-9.81
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",30.61
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",44.45
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",34.26
SV Samson,2018,Rajasthan Royals," $1,250,000.00 ",28.69
Zahir Khan,2018,Rajasthan Royals," $93,750.00 ",
A Choudhary,2018,Royal Challengers Bangalore," $46,880.00 ",
AA Joshi,2018,Royal Challengers Bangalore," $31,250.00 ",
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",31.97
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",21.70
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",343.32
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",108.60
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",56.95
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",97.27
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",150.35
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",-12.14
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",91.61
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",57.34
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",33.03
AB de Villiers,2018,Royal Challengers Bangalore," $1,718,750.00 ",43.56
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",3.81
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",0.69
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",-48.06
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",-18.81
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",473.13
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",12.61
BB McCullum,2018,Royal Challengers Bangalore," $562,500.00 ",277.08
C de Grandhomme,2018,Royal Challengers Bangalore," $343,750.00 ",
CJ Anderson,2018,Royal Challengers Bangalore," $150,000.00 ",-117.66
CR Woakes,2018,Royal Challengers Bangalore," $1,156,250.00 ",-1930.32
K Khejroliya,2018,Royal Challengers Bangalore," $15,000.00 ",
M Ashwin,2018,Royal Challengers Bangalore," $343,750.00 ",29.06
M Vohra,2018,Royal Challengers Bangalore," $171,880.00 ",35.40
M Vohra,2018,Royal Challengers Bangalore," $171,880.00 ",-0.66
Mandeep Singh,2018,Royal Challengers Bangalore," $218,750.00 ",-12.96
Mandeep Singh,2018,Royal Challengers Bangalore," $218,750.00 ",-9.26
Mandeep Singh,2018,Royal Challengers Bangalore," $218,750.00 ",-3.04
MM Ali,2018,Royal Challengers Bangalore," $265,630.00 ",154.55
MM Ali,2018,Royal Challengers Bangalore," $265,630.00 ",103.61
MM Ali,2018,Royal Challengers Bangalore," $265,630.00 ",75.61
Mohammed Siraj,2018,Royal Challengers Bangalore," $406,250.00 ",-747.03
Mohammed Siraj,2018,Royal Challengers Bangalore," $406,250.00 ",-108.95
Mohammed Siraj,2018,Royal Challengers Bangalore," $406,250.00 ",-95.74
Mohammed Siraj,2018,Royal Challengers Bangalore," $406,250.00 ",105.06
NA Saini,2018,Royal Challengers Bangalore," $468,750.00 ",
NM Coulter-Nile,2018,Royal Challengers Bangalore," $343,750.00 ",444.97
NM Coulter-Nile,2018,Royal Challengers Bangalore," $343,750.00 ",477.65
P Negi,2018,Royal Challengers Bangalore," $156,250.00 ",748.24
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",-103.65
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",331.84
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",-20.91
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",24.65
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",378.00
PA Patel,2018,Royal Challengers Bangalore," $265,630.00 ",14.91
PU Deshpande,2018,Royal Challengers Bangalore," $31,250.00 ",
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",-10.04
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",-22.74
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",-0.92
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",23.25
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",-30.48
Q de Kock,2018,Royal Challengers Bangalore," $437,500.00 ",12.73
SN Khan,2018,Royal Challengers Bangalore," $468,750.00 ",
TG Southee,2018,Royal Challengers Bangalore," $156,250.00 ",44.12
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",682.24
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",26.76
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",-98.94
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",284.56
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",-1179.80
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",674.46
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",25.05
UT Yadav,2018,Royal Challengers Bangalore," $656,250.00 ",123.62
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",17.11
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-20.33
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-51.10
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",171.73
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",93.66
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-22.09
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",24.64
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",151.50
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-15.48
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",10.21
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",6.53
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-25.35
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-30.69
V Kohli,2018,Royal Challengers Bangalore," $2,656,250.00 ",-31.97
Washington Sundar,2018,Royal Challengers Bangalore," $500,000.00 ",
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",102.22
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",322.98
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",338.62
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",71.21
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",91.36
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",-14.39
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",121.60
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",77.45
YS Chahal,2018,Royal Challengers Bangalore," $937,500.00 ",15.71
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",-565.92
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",172.90
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",502.46
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",568.99
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",-482.84
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",4.03
B Kumar,2018,Sunrisers Hyderabad," $1,328,130.00 ",80.21
B Stanlake,2018,Sunrisers Hyderabad," $78,130.00 ",
Basil Thampi,2018,Sunrisers Hyderabad," $148,440.00 ",525.41
Bipul Sharma,2018,Sunrisers Hyderabad," $31,250.00 ",
CJ Jordan,2018,Sunrisers Hyderabad," $156,250.00 ",80.00
CR Brathwaite,2018,Sunrisers Hyderabad," $312,500.00 ",
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",49.37
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",16.74
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",46.04
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",94.14
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",73.09
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",481.22
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",41.40
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",-7.55
DA Warner,2018,Sunrisers Hyderabad," $1,953,130.00 ",42.86
DJ Hooda,2018,Sunrisers Hyderabad," $562,500.00 ",
KK Ahmed,2018,Sunrisers Hyderabad," $468,750.00 ",-52.81
KK Ahmed,2018,Sunrisers Hyderabad," $468,750.00 ",37.39
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 ",42.02
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 ",10.94
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 ",-19.32
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 ",-32.25
KS Williamson,2018,Sunrisers Hyderabad," $468,750.00 ",-83.27
M Hassan,2018,Sunrisers Hyderabad," $31,250.00 ",
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-2.81
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-29.55
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-51.43
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-16.64
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",1.38
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-29.06
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-66.17
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-5.64
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-26.67
MK Pandey,2018,Sunrisers Hyderabad," $1,718,750.00 ",-2.26
Mohammad Nabi,2018,Sunrisers Hyderabad," $156,250.00 ",
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",413.50
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",296.94
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",253.66
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",458.74
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",103.99
Rashid Khan,2018,Sunrisers Hyderabad," $1,406,250.00 ",290.66
RK Bhui,2018,Sunrisers Hyderabad," $31,250.00 ",
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-39.34
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",16.77
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",54.39
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",1.58
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-48.80
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-16.12
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-46.73
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",479.16
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-20.05
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-17.76
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",59.22
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-15.26
S Dhawan,2018,Sunrisers Hyderabad," $812,500.00 ",-37.75
S Kaul,2018,Sunrisers Hyderabad," $593,750.00 ",-176.34
S Kaul,2018,Sunrisers Hyderabad," $593,750.00 ",-78.70
Sachin Baby,2018,Sunrisers Hyderabad," $31,250.00 ",
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",-117.36
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",-1069.36
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",-926.84
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",800.29
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",90.61
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",-44.80
Sandeep Sharma,2018,Sunrisers Hyderabad," $468,750.00 ",130.99
Shakib Al Hasan,2018,Sunrisers Hyderabad," $312,500.00 ",33.04
Shakib Al Hasan,2018,Sunrisers Hyderabad," $312,500.00 ",397.42
Shakib Al Hasan,2018,Sunrisers Hyderabad," $312,500.00 ",185.34
Shakib Al Hasan,2018,Sunrisers Hyderabad," $312,500.00 ",4.09
SP Goswami,2018,Sunrisers Hyderabad," $156,250.00 ",
T Natarajan,2018,Sunrisers Hyderabad," $62,500.00 ",-98.83
T Natarajan,2018,Sunrisers Hyderabad," $62,500.00 ",-166.87
TD Agarwal,2018,Sunrisers Hyderabad," $31,250.00 ",
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",39.15
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",146.67
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",261.26
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",-10.19
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",-2.64
WP Saha,2018,Sunrisers Hyderabad," $781,250.00 ",-7.19
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",48.49
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",48.10
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",49.51
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",103.73
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",54.47
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",53.40
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",10.10
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",413.37
YK Pathan,2018,Sunrisers Hyderabad," $296,880.00 ",-16.16
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",30.41
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-7.57
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",7.61
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-25.93
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-31.40
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",30.05
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-16.32
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",43.36
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-80.17
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-13.95
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",31.92
AT Rayudu,2019,Chennai Super Kings," $343,750.00 ",-49.50
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-94.71
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-376.47
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",214.41
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-575.70
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",270.22
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-182.49
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-32.71
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",5.86
DJ Bravo,2019,Chennai Super Kings," $1,000,000.00 ",-70.63
DL Chahar,2019,Chennai Super Kings," $125,000.00 ",72.94
DL Chahar,2019,Chennai Super Kings," $125,000.00 ",82.06
DL Chahar,2019,Chennai Super Kings," $125,000.00 ",17.29
DL Chahar,2019,Chennai Super Kings," $125,000.00 ",-74.36
DR Shorey,2019,Chennai Super Kings," $31,250.00 ",
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",484.66
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",22.78
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",-7.51
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",-12.54
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",-31.61
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",17.42
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",43.66
F du Plessis,2019,Chennai Super Kings," $250,000.00 ",-23.85
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",121.19
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",143.13
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",37.88
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",579.32
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",215.28
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",391.22
Harbhajan Singh,2019,Chennai Super Kings," $312,500.00 ",67.77
Imran Tahir,2019,Chennai Super Kings," $156,250.00 ",284.48
Imran Tahir,2019,Chennai Super Kings," $156,250.00 ",872.55
Imran Tahir,2019,Chennai Super Kings," $156,250.00 ",220.08
KM Asif,2019,Chennai Super Kings," $62,500.00 ",
KM Jadhav,2019,Chennai Super Kings," $1,218,750.00 ",410.70
KV Sharma,2019,Chennai Super Kings," $478,000.00 ",-185.43
KV Sharma,2019,Chennai Super Kings," $478,000.00 ",14.18
KV Sharma,2019,Chennai Super Kings," $478,000.00 ",336.81
KV Sharma,2019,Chennai Super Kings," $478,000.00 ",-258.44
L Ngidi,2019,Chennai Super Kings," $78,130.00 ",142.73
